State,District,Year,Crop,Season,Yield
Karnataka,Dharwad,2014 - 2015,Ragi,Kharif,1.82
Karnataka,Dharwad,2015 - 2016,Ragi,Kharif,1.67
Karnataka,Dharwad,2016 - 2017,Ragi,Kharif,0.75
Karnataka,Dharwad,2017 - 2018,Ragi,Kharif,2.0
Karnataka,Dharwad,2018 - 2019,Ragi,Kharif,1.21
Karnataka,Dharwad,2019 - 2020,Ragi,Kharif,1.75
Karnataka,Dharwad,2020 - 2021,Ragi,Kharif,1.76
Karnataka,Gadag,2011 - 2012,Ragi,Kharif,1.09
Karnataka,Gadag,2012 - 2013,Ragi,Kharif,1.56
Karnataka,Gadag,2013 - 2014,Ragi,Kharif,2.0
Karnataka,Gadag,2014 - 2015,Ragi,Kharif,1.8
Karnataka,Gadag,2015 - 2016,Ragi,Kharif,2.0
Karnataka,Gadag,2016 - 2017,Ragi,Kharif,0.81
Karnataka,Gadag,2018 - 2019,Ragi,Kharif,1.2
Karnataka,Gadag,2019 - 2020,Ragi,Kharif,1.75
Karnataka,Gadag,2020 - 2021,Ragi,Kharif,1.76
Karnataka,Gulbarga,2018 - 2019,Ragi,Kharif,1.2
Karnataka,Gulbarga,2019 - 2020,Ragi,Kharif,1.75
Karnataka,Gulbarga,2020 - 2021,Ragi,Kharif,1.77
Karnataka,Hassan,2010 - 2011,Ragi,Kharif,2.0
Karnataka,Hassan,2011 - 2012,Ragi,Kharif,1.3
Karnataka,Hassan,2012 - 2013,Ragi,Kharif,1.02
Karnataka,Hassan,2013 - 2014,Ragi,Kharif,1.84
Karnataka,Hassan,2014 - 2015,Ragi,Kharif,2.24
Karnataka,Hassan,2015 - 2016,Ragi,Kharif,1.61
Karnataka,Hassan,2016 - 2017,Ragi,Kharif,0.73
Karnataka,Hassan,2017 - 2018,Ragi,Kharif,2.6
Karnataka,Hassan,2018 - 2019,Ragi,Kharif,0.84
Karnataka,Hassan,2019 - 2020,Ragi,Kharif,1.61
Karnataka,Hassan,2020 - 2021,Ragi,Kharif,1.06
Karnataka,Haveri,2010 - 2011,Ragi,Kharif,0.57
Karnataka,Haveri,2011 - 2012,Ragi,Kharif,0.87
Karnataka,Haveri,2012 - 2013,Ragi,Kharif,0.39
Karnataka,Haveri,2013 - 2014,Ragi,Kharif,0.55
Karnataka,Haveri,2014 - 2015,Ragi,Kharif,0.71
Karnataka,Haveri,2015 - 2016,Ragi,Kharif,0.75
Karnataka,Haveri,2016 - 2017,Ragi,Kharif,0.62
Karnataka,Haveri,2017 - 2018,Ragi,Kharif,1.25
Karnataka,Haveri,2018 - 2019,Ragi,Kharif,1.13
Karnataka,Haveri,2019 - 2020,Ragi,Kharif,0.79
Karnataka,Haveri,2020 - 2021,Ragi,Kharif,0.92
Karnataka,Kodagu,2010 - 2011,Ragi,Kharif,1.9
Karnataka,Kodagu,2011 - 2012,Ragi,Kharif,1.68
Karnataka,Kodagu,2012 - 2013,Ragi,Kharif,0.83
Karnataka,Kodagu,2018 - 2019,Ragi,Kharif,1.21
Karnataka,Kodagu,2019 - 2020,Ragi,Kharif,1.76
Karnataka,Kodagu,2020 - 2021,Ragi,Kharif,1.78
Karnataka,Kolar,2010 - 2011,Ragi,Kharif,1.9
Karnataka,Kolar,2011 - 2012,Ragi,Kharif,1.97
Karnataka,Kolar,2012 - 2013,Ragi,Kharif,2.41
Karnataka,Kolar,2013 - 2014,Ragi,Kharif,2.25
Karnataka,Kolar,2014 - 2015,Ragi,Kharif,1.35
Karnataka,Kolar,2015 - 2016,Ragi,Kharif,1.13
Karnataka,Kolar,2016 - 2017,Ragi,Kharif,0.43
Karnataka,Kolar,2017 - 2018,Ragi,Kharif,2.74
Karnataka,Kolar,2018 - 2019,Ragi,Kharif,0.98
Karnataka,Kolar,2019 - 2020,Ragi,Kharif,1.97
Karnataka,Kolar,2020 - 2021,Ragi,Kharif,2.21
Karnataka,Koppal,2018 - 2019,Ragi,Kharif,1.2
Karnataka,Koppal,2019 - 2020,Ragi,Kharif,1.74
Karnataka,Koppal,2020 - 2021,Ragi,Kharif,1.76
Karnataka,Mandya,2010 - 2011,Ragi,Kharif,2.26
Karnataka,Mandya,2011 - 2012,Ragi,Kharif,1.68
Karnataka,Mandya,2012 - 2013,Ragi,Kharif,1.6
Karnataka,Mandya,2013 - 2014,Ragi,Kharif,1.94
Karnataka,Mandya,2014 - 2015,Ragi,Kharif,1.76
Karnataka,Mandya,2015 - 2016,Ragi,Kharif,1.84
Karnataka,Mandya,2016 - 2017,Ragi,Kharif,1.19
Karnataka,Mandya,2017 - 2018,Ragi,Kharif,1.65
Karnataka,Mandya,2018 - 2019,Ragi,Kharif,1.4
Karnataka,Mandya,2019 - 2020,Ragi,Kharif,1.5
Karnataka,Mandya,2020 - 2021,Ragi,Kharif,1.6
Karnataka,Mysore,2010 - 2011,Ragi,Kharif,1.57
Karnataka,Mysore,2011 - 2012,Ragi,Kharif,1.73
Karnataka,Mysore,2012 - 2013,Ragi,Kharif,0.89
Karnataka,Mysore,2013 - 2014,Ragi,Kharif,1.74
Karnataka,Mysore,2014 - 2015,Ragi,Kharif,2.24
Karnataka,Mysore,2015 - 2016,Ragi,Kharif,1.94
Karnataka,Mysore,2016 - 2017,Ragi,Kharif,0.9
Karnataka,Mysore,2017 - 2018,Ragi,Kharif,1.6
Karnataka,Mysore,2018 - 2019,Ragi,Kharif,1.53
Karnataka,Mysore,2019 - 2020,Ragi,Kharif,1.45
Karnataka,Mysore,2020 - 2021,Ragi,Kharif,1.69
Karnataka,Raichur,2018 - 2019,Ragi,Kharif,1.2
Karnataka,Raichur,2019 - 2020,Ragi,Kharif,1.74
Karnataka,Raichur,2020 - 2021,Ragi,Kharif,1.75
Karnataka,Ramanagara,2010 - 2011,Ragi,Kharif,2.26
Karnataka,Ramanagara,2011 - 2012,Ragi,Kharif,2.34
Karnataka,Ramanagara,2012 - 2013,Ragi,Kharif,2.06
Karnataka,Ramanagara,2013 - 2014,Ragi,Kharif,2.51
Karnataka,Ramanagara,2014 - 2015,Ragi,Kharif,1.97
Karnataka,Ramanagara,2015 - 2016,Ragi,Kharif,1.85
Karnataka,Ramanagara,2016 - 2017,Ragi,Kharif,0.7
Karnataka,Ramanagara,2017 - 2018,Ragi,Kharif,2.47
Karnataka,Ramanagara,2018 - 2019,Ragi,Kharif,1.68
Karnataka,Ramanagara,2019 - 2020,Ragi,Kharif,2.33
Karnataka,Ramanagara,2020 - 2021,Ragi,Kharif,2.24
Karnataka,Shimoga,2010 - 2011,Ragi,Kharif,1.44
Karnataka,Shimoga,2011 - 2012,Ragi,Kharif,1.51
Karnataka,Shimoga,2012 - 2013,Ragi,Kharif,1.67
Karnataka,Shimoga,2013 - 2014,Ragi,Kharif,1.68
Karnataka,Shimoga,2014 - 2015,Ragi,Kharif,1.84
Karnataka,Shimoga,2015 - 2016,Ragi,Kharif,1.69
Karnataka,Shimoga,2016 - 2017,Ragi,Kharif,1.29
Karnataka,Shimoga,2017 - 2018,Ragi,Kharif,1.84
Karnataka,Shimoga,2018 - 2019,Ragi,Kharif,1.19
Karnataka,Shimoga,2019 - 2020,Ragi,Kharif,1.58
Karnataka,Shimoga,2020 - 2021,Ragi,Kharif,1.64
Karnataka,Tumkur,2010 - 2011,Ragi,Kharif,1.7
Karnataka,Tumkur,2011 - 2012,Ragi,Kharif,1.51
Karnataka,Tumkur,2012 - 2013,Ragi,Kharif,1.06
Karnataka,Tumkur,2013 - 2014,Ragi,Kharif,1.51
Karnataka,Tumkur,2014 - 2015,Ragi,Kharif,1.89
Karnataka,Tumkur,2015 - 2016,Ragi,Kharif,1.68
Karnataka,Tumkur,2016 - 2017,Ragi,Kharif,0.96
Karnataka,Tumkur,2017 - 2018,Ragi,Kharif,1.57
Karnataka,Tumkur,2018 - 2019,Ragi,Kharif,1.09
Karnataka,Tumkur,2019 - 2020,Ragi,Kharif,1.62
Karnataka,Tumkur,2020 - 2021,Ragi,Kharif,1.63
Karnataka,Udupi,2020 - 2021,Ragi,Kharif,2.0
Karnataka,kannad,2010 - 2011,Ragi,Kharif,1.0
Karnataka,kannad,2011 - 2012,Ragi,Kharif,1.17
Karnataka,kannad,2012 - 2013,Ragi,Kharif,1.5
Karnataka,kannad,2013 - 2014,Ragi,Kharif,1.88
Karnataka,kannad,2014 - 2015,Ragi,Kharif,1.88
Karnataka,kannad,2015 - 2016,Ragi,Kharif,1.6
Karnataka,kannad,2018 - 2019,Ragi,Kharif,1.33
Karnataka,kannad,2019 - 2020,Ragi,Kharif,1.67
Karnataka,kannad,2020 - 2021,Ragi,Kharif,1.67
Karnataka,Yadgir,2018 - 2019,Ragi,Kharif,1.2
Karnataka,Yadgir,2019 - 2020,Ragi,Kharif,1.75
Karnataka,Yadgir,2020 - 2021,Ragi,Kharif,1.78
Karnataka,Bagalkot,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Bagalkot,2020 - 2021,Ragi,Rabi,1.54
Karnataka,rural,2010 - 2011,Ragi,Rabi,2.07
Karnataka,rural,2011 - 2012,Ragi,Rabi,2.01
Karnataka,rural,2012 - 2013,Ragi,Rabi,1.44
Karnataka,rural,2013 - 2014,Ragi,Rabi,1.46
Karnataka,rural,2014 - 2015,Ragi,Rabi,1.62
Karnataka,rural,2015 - 2016,Ragi,Rabi,1.68
Karnataka,rural,2016 - 2017,Ragi,Rabi,1.04
Karnataka,rural,2017 - 2018,Ragi,Rabi,1.6
Karnataka,rural,2018 - 2019,Ragi,Rabi,1.39
Karnataka,rural,2019 - 2020,Ragi,Rabi,1.42
Karnataka,rural,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Belgaum,2013 - 2014,Ragi,Rabi,1.45
Karnataka,Belgaum,2014 - 2015,Ragi,Rabi,1.62
Karnataka,Belgaum,2015 - 2016,Ragi,Rabi,1.69
Karnataka,Belgaum,2016 - 2017,Ragi,Rabi,1.04
Karnataka,Belgaum,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Belgaum,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Bellary,2011 - 2012,Ragi,Rabi,1.85
Karnataka,Bellary,2012 - 2013,Ragi,Rabi,1.5
Karnataka,Bellary,2013 - 2014,Ragi,Rabi,1.46
Karnataka,Bellary,2014 - 2015,Ragi,Rabi,1.63
Karnataka,Bellary,2015 - 2016,Ragi,Rabi,1.7
Karnataka,Bellary,2016 - 2017,Ragi,Rabi,1.04
Karnataka,Bellary,2017 - 2018,Ragi,Rabi,1.6
Karnataka,Bellary,2018 - 2019,Ragi,Rabi,1.56
Karnataka,Bellary,2019 - 2020,Ragi,Rabi,1.36
Karnataka,Bellary,2020 - 2021,Ragi,Rabi,1.74
Karnataka,urban,2010 - 2011,Ragi,Rabi,2.08
Karnataka,urban,2011 - 2012,Ragi,Rabi,2.01
Karnataka,urban,2012 - 2013,Ragi,Rabi,1.44
Karnataka,urban,2013 - 2014,Ragi,Rabi,1.46
Karnataka,urban,2014 - 2015,Ragi,Rabi,1.62
Karnataka,urban,2015 - 2016,Ragi,Rabi,1.68
Karnataka,urban,2016 - 2017,Ragi,Rabi,1.04
Karnataka,urban,2017 - 2018,Ragi,Rabi,1.6
Karnataka,urban,2018 - 2019,Ragi,Rabi,1.4
Karnataka,urban,2019 - 2020,Ragi,Rabi,1.42
Karnataka,urban,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Bidar,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Bidar,2020 - 2021,Ragi,Rabi,1.52
Karnataka,Bijapur,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Bijapur,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Chamarajanagar,2010 - 2011,Ragi,Rabi,0.93
Karnataka,Chamarajanagar,2011 - 2012,Ragi,Rabi,1.71
Karnataka,Chamarajanagar,2012 - 2013,Ragi,Rabi,2.0
Karnataka,Chamarajanagar,2013 - 2014,Ragi,Rabi,1.89
Karnataka,Chamarajanagar,2014 - 2015,Ragi,Rabi,1.73
Karnataka,Chamarajanagar,2015 - 2016,Ragi,Rabi,1.69
Karnataka,Chamarajanagar,2016 - 2017,Ragi,Rabi,1.33
Karnataka,Chamarajanagar,2017 - 2018,Ragi,Rabi,2.96
Karnataka,Chamarajanagar,2018 - 2019,Ragi,Rabi,1.39
Karnataka,Chamarajanagar,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Chamarajanagar,2020 - 2021,Ragi,Rabi,1.55
Karnataka,Chikballapur,2010 - 2011,Ragi,Rabi,2.07
Karnataka,Chikballapur,2011 - 2012,Ragi,Rabi,2.0
Karnataka,Chikballapur,2012 - 2013,Ragi,Rabi,1.44
Karnataka,Chikballapur,2013 - 2014,Ragi,Rabi,1.47
Karnataka,Chikballapur,2014 - 2015,Ragi,Rabi,1.62
Karnataka,Chikballapur,2015 - 2016,Ragi,Rabi,1.7
Karnataka,Chikballapur,2016 - 2017,Ragi,Rabi,1.04
Karnataka,Chikballapur,2017 - 2018,Ragi,Rabi,1.6
Karnataka,Chikballapur,2018 - 2019,Ragi,Rabi,1.38
Karnataka,Chikballapur,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Chikballapur,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Chikmagalur,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Chikmagalur,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Chitradurga,2010 - 2011,Ragi,Rabi,1.77
Karnataka,Chitradurga,2011 - 2012,Ragi,Rabi,1.48
Karnataka,Chitradurga,2012 - 2013,Ragi,Rabi,1.29
Karnataka,Chitradurga,2013 - 2014,Ragi,Rabi,1.61
Karnataka,Chitradurga,2014 - 2015,Ragi,Rabi,1.53
Karnataka,Chitradurga,2015 - 2016,Ragi,Rabi,2.07
Karnataka,Chitradurga,2016 - 2017,Ragi,Rabi,2.37
Karnataka,Chitradurga,2017 - 2018,Ragi,Rabi,2.12
Karnataka,Chitradurga,2018 - 2019,Ragi,Rabi,1.33
Karnataka,Chitradurga,2019 - 2020,Ragi,Rabi,1.73
Karnataka,Chitradurga,2020 - 2021,Ragi,Rabi,1.45
Karnataka,Davangere,2010 - 2011,Ragi,Rabi,1.19
Karnataka,Davangere,2011 - 2012,Ragi,Rabi,1.16
Karnataka,Davangere,2012 - 2013,Ragi,Rabi,1.0
Karnataka,Davangere,2013 - 2014,Ragi,Rabi,1.78
Karnataka,Davangere,2014 - 2015,Ragi,Rabi,1.48
Karnataka,Davangere,2015 - 2016,Ragi,Rabi,1.15
Karnataka,Davangere,2016 - 2017,Ragi,Rabi,1.5
Karnataka,Davangere,2017 - 2018,Ragi,Rabi,1.33
Karnataka,Davangere,2018 - 2019,Ragi,Rabi,1.2
Karnataka,Davangere,2019 - 2020,Ragi,Rabi,1.06
Karnataka,Davangere,2020 - 2021,Ragi,Rabi,1.2
Karnataka,Dharwad,2012 - 2013,Ragi,Rabi,1.41
Karnataka,Dharwad,2018 - 2019,Ragi,Rabi,1.5
Karnataka,Dharwad,2019 - 2020,Ragi,Rabi,1.41
Karnataka,Dharwad,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Gadag,2019 - 2020,Ragi,Rabi,1.41
Karnataka,Gadag,2020 - 2021,Ragi,Rabi,1.56
Karnataka,Gulbarga,2019 - 2020,Ragi,Rabi,1.41
Karnataka,Gulbarga,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Hassan,2010 - 2011,Ragi,Rabi,1.45
Karnataka,Hassan,2011 - 2012,Ragi,Rabi,1.33
Karnataka,Hassan,2012 - 2013,Ragi,Rabi,0.63
Karnataka,Hassan,2013 - 2014,Ragi,Rabi,1.04
Karnataka,Hassan,2014 - 2015,Ragi,Rabi,1.28
Karnataka,Hassan,2015 - 2016,Ragi,Rabi,1.22
Karnataka,Hassan,2016 - 2017,Ragi,Rabi,0.14
Karnataka,Hassan,2017 - 2018,Ragi,Rabi,1.22
Karnataka,Hassan,2018 - 2019,Ragi,Rabi,0.78
Karnataka,Hassan,2019 - 2020,Ragi,Rabi,1.08
Karnataka,Hassan,2020 - 2021,Ragi,Rabi,1.13
Karnataka,Haveri,2015 - 2016,Ragi,Rabi,1.73
Karnataka,Haveri,2018 - 2019,Ragi,Rabi,1.44
Karnataka,Haveri,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Haveri,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Kodagu,2010 - 2011,Ragi,Rabi,1.6
Karnataka,Kodagu,2011 - 2012,Ragi,Rabi,1.65
Karnataka,Kolar,2010 - 2011,Ragi,Rabi,2.07
Karnataka,Kolar,2011 - 2012,Ragi,Rabi,2.01
Karnataka,Kolar,2012 - 2013,Ragi,Rabi,1.45
Karnataka,Kolar,2013 - 2014,Ragi,Rabi,1.46
Karnataka,Kolar,2014 - 2015,Ragi,Rabi,1.63
Karnataka,Kolar,2015 - 2016,Ragi,Rabi,1.7
Karnataka,Kolar,2017 - 2018,Ragi,Rabi,1.61
Karnataka,Kolar,2018 - 2019,Ragi,Rabi,1.41
Karnataka,Kolar,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Koppal,2019 - 2020,Ragi,Rabi,1.43
Karnataka,Koppal,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Mandya,2010 - 2011,Ragi,Rabi,2.04
Karnataka,Mandya,2011 - 2012,Ragi,Rabi,1.96
Karnataka,Mandya,2012 - 2013,Ragi,Rabi,1.66
Karnataka,Mandya,2013 - 2014,Ragi,Rabi,1.97
Karnataka,Mandya,2014 - 2015,Ragi,Rabi,2.07
Karnataka,Mandya,2015 - 2016,Ragi,Rabi,1.76
Karnataka,Mandya,2016 - 2017,Ragi,Rabi,1.39
Karnataka,Mandya,2017 - 2018,Ragi,Rabi,1.8
Karnataka,Mandya,2018 - 2019,Ragi,Rabi,1.82
Karnataka,Mandya,2019 - 2020,Ragi,Rabi,1.6
Karnataka,Mandya,2020 - 2021,Ragi,Rabi,1.7
Karnataka,Mysore,2010 - 2011,Ragi,Rabi,1.66
Karnataka,Mysore,2011 - 2012,Ragi,Rabi,1.55
Karnataka,Mysore,2012 - 2013,Ragi,Rabi,1.77
Karnataka,Mysore,2013 - 2014,Ragi,Rabi,1.46
Karnataka,Mysore,2014 - 2015,Ragi,Rabi,1.74
Karnataka,Mysore,2015 - 2016,Ragi,Rabi,1.83
Karnataka,Mysore,2016 - 2017,Ragi,Rabi,0.64
Karnataka,Mysore,2017 - 2018,Ragi,Rabi,1.46
Karnataka,Mysore,2018 - 2019,Ragi,Rabi,1.53
Karnataka,Mysore,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Mysore,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Raichur,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Raichur,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Ramanagara,2010 - 2011,Ragi,Rabi,2.07
Karnataka,Ramanagara,2011 - 2012,Ragi,Rabi,2.0
Karnataka,Ramanagara,2012 - 2013,Ragi,Rabi,1.0
Karnataka,Ramanagara,2013 - 2014,Ragi,Rabi,1.5
Karnataka,Ramanagara,2014 - 2015,Ragi,Rabi,1.64
Karnataka,Ramanagara,2015 - 2016,Ragi,Rabi,1.69
Karnataka,Ramanagara,2016 - 2017,Ragi,Rabi,1.0
Karnataka,Ramanagara,2017 - 2018,Ragi,Rabi,1.59
Karnataka,Ramanagara,2018 - 2019,Ragi,Rabi,1.39
Karnataka,Ramanagara,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Ramanagara,2020 - 2021,Ragi,Rabi,1.54
Karnataka,Shimoga,2011 - 2012,Ragi,Rabi,2.0
Karnataka,Shimoga,2012 - 2013,Ragi,Rabi,1.5
Karnataka,Shimoga,2016 - 2017,Ragi,Rabi,1.0
Karnataka,Shimoga,2017 - 2018,Ragi,Rabi,1.5
Karnataka,Shimoga,2018 - 2019,Ragi,Rabi,1.33
Karnataka,Shimoga,2019 - 2020,Ragi,Rabi,1.43
Karnataka,Shimoga,2020 - 2021,Ragi,Rabi,1.53
Karnataka,Tumkur,2010 - 2011,Ragi,Rabi,1.99
Karnataka,Tumkur,2011 - 2012,Ragi,Rabi,1.55
Karnataka,Tumkur,2012 - 2013,Ragi,Rabi,1.44
Karnataka,Tumkur,2013 - 2014,Ragi,Rabi,1.46
Karnataka,Tumkur,2014 - 2015,Ragi,Rabi,1.62
Karnataka,Tumkur,2015 - 2016,Ragi,Rabi,1.69
Karnataka,Tumkur,2016 - 2017,Ragi,Rabi,1.03
Karnataka,Tumkur,2017 - 2018,Ragi,Rabi,1.6
Karnataka,Tumkur,2018 - 2019,Ragi,Rabi,1.39
Karnataka,Tumkur,2019 - 2020,Ragi,Rabi,1.42
Karnataka,Tumkur,2020 - 2021,Ragi,Rabi,1.54
Karnataka,kannad,2010 - 2011,Ragi,Rabi,1.75
Karnataka,kannad,2011 - 2012,Ragi,Rabi,1.75
Karnataka,kannad,2012 - 2013,Ragi,Rabi,1.5
Karnataka,kannad,2013 - 2014,Ragi,Rabi,1.0
Karnataka,kannad,2014 - 2015,Ragi,Rabi,2.0
Karnataka,kannad,2018 - 2019,Ragi,Rabi,1.33
Karnataka,kannad,2019 - 2020,Ragi,Rabi,1.4
Karnataka,kannad,2020 - 2021,Ragi,Rabi,1.5
Karnataka,Yadgir,2019 - 2020,Ragi,Rabi,1.43
Karnataka,Yadgir,2020 - 2021,Ragi,Rabi,1.6
Karnataka,rural,2010 - 2011,Ragi,Summer,1.96
Karnataka,rural,2011 - 2012,Ragi,Summer,1.92
Karnataka,rural,2012 - 2013,Ragi,Summer,1.49
Karnataka,rural,2013 - 2014,Ragi,Summer,1.97
Karnataka,rural,2014 - 2015,Ragi,Summer,1.79
Karnataka,rural,2015 - 2016,Ragi,Summer,1.71
Karnataka,rural,2016 - 2017,Ragi,Summer,1.81
Karnataka,rural,2017 - 2018,Ragi,Summer,1.74
Karnataka,rural,2018 - 2019,Ragi,Summer,1.8
Karnataka,rural,2019 - 2020,Ragi,Summer,1.78
Karnataka,rural,2020 - 2021,Ragi,Summer,1.86
Karnataka,Belgaum,2020 - 2021,Ragi,Summer,1.86
Karnataka,Bellary,2010 - 2011,Ragi,Summer,1.95
Karnataka,Bellary,2011 - 2012,Ragi,Summer,1.93
Karnataka,Bellary,2012 - 2013,Ragi,Summer,1.5
Karnataka,Bellary,2013 - 2014,Ragi,Summer,1.96
Karnataka,Bellary,2014 - 2015,Ragi,Summer,1.78
Karnataka,Bellary,2015 - 2016,Ragi,Summer,1.71
Karnataka,Bellary,2016 - 2017,Ragi,Summer,1.81
Karnataka,Bellary,2017 - 2018,Ragi,Summer,1.74
Karnataka,Bellary,2018 - 2019,Ragi,Summer,1.8
Karnataka,Bellary,2019 - 2020,Ragi,Summer,1.31
Karnataka,Bellary,2020 - 2021,Ragi,Summer,1.66
Karnataka,urban,2010 - 2011,Ragi,Summer,1.96
Karnataka,urban,2011 - 2012,Ragi,Summer,1.93
Karnataka,urban,2012 - 2013,Ragi,Summer,1.49
Karnataka,urban,2013 - 2014,Ragi,Summer,1.96
Karnataka,urban,2014 - 2015,Ragi,Summer,1.79
Karnataka,urban,2015 - 2016,Ragi,Summer,1.72
Karnataka,urban,2016 - 2017,Ragi,Summer,1.81
Karnataka,urban,2017 - 2018,Ragi,Summer,1.73
Karnataka,urban,2018 - 2019,Ragi,Summer,1.8
Karnataka,urban,2019 - 2020,Ragi,Summer,1.75
Karnataka,urban,2020 - 2021,Ragi,Summer,2.0
Karnataka,Chamarajanagar,2010 - 2011,Ragi,Summer,1.58
Karnataka,Chamarajanagar,2011 - 2012,Ragi,Summer,2.92
Karnataka,Chamarajanagar,2012 - 2013,Ragi,Summer,2.58
Karnataka,Chamarajanagar,2013 - 2014,Ragi,Summer,2.47
Karnataka,Chamarajanagar,2014 - 2015,Ragi,Summer,1.38
Karnataka,Chamarajanagar,2015 - 2016,Ragi,Summer,2.27
Karnataka,Chamarajanagar,2016 - 2017,Ragi,Summer,2.68
Karnataka,Chamarajanagar,2017 - 2018,Ragi,Summer,2.5
Karnataka,Chamarajanagar,2018 - 2019,Ragi,Summer,2.29
Karnataka,Chamarajanagar,2019 - 2020,Ragi,Summer,2.41
Karnataka,Chamarajanagar,2020 - 2021,Ragi,Summer,2.12
Karnataka,Chikballapur,2010 - 2011,Ragi,Summer,1.96
Karnataka,Chikballapur,2011 - 2012,Ragi,Summer,1.93
Karnataka,Chikballapur,2012 - 2013,Ragi,Summer,1.5
Karnataka,Chikballapur,2013 - 2014,Ragi,Summer,2.0
Karnataka,Chikballapur,2014 - 2015,Ragi,Summer,1.78
Karnataka,Chikballapur,2015 - 2016,Ragi,Summer,1.71
Karnataka,Chikballapur,2016 - 2017,Ragi,Summer,1.81
Karnataka,Chikballapur,2017 - 2018,Ragi,Summer,1.74
Karnataka,Chikballapur,2018 - 2019,Ragi,Summer,1.8
Karnataka,Chikballapur,2019 - 2020,Ragi,Summer,1.78
Karnataka,Chikballapur,2020 - 2021,Ragi,Summer,1.86
Karnataka,Chikmagalur,2019 - 2020,Ragi,Summer,1.67
Karnataka,Chitradurga,2010 - 2011,Ragi,Summer,1.61
Karnataka,Chitradurga,2011 - 2012,Ragi,Summer,1.24
Karnataka,Chitradurga,2012 - 2013,Ragi,Summer,1.42
Karnataka,Chitradurga,2013 - 2014,Ragi,Summer,1.56
Karnataka,Chitradurga,2014 - 2015,Ragi,Summer,1.41
Karnataka,Chitradurga,2015 - 2016,Ragi,Summer,1.56
Karnataka,Chitradurga,2016 - 2017,Ragi,Summer,1.59
Karnataka,Chitradurga,2017 - 2018,Ragi,Summer,1.72
Karnataka,Chitradurga,2018 - 2019,Ragi,Summer,1.28
Karnataka,Chitradurga,2019 - 2020,Ragi,Summer,1.6
Karnataka,Chitradurga,2020 - 2021,Ragi,Summer,1.75
Karnataka,Davangere,2010 - 2011,Ragi,Summer,1.96
Karnataka,Davangere,2011 - 2012,Ragi,Summer,1.93
Karnataka,Davangere,2012 - 2013,Ragi,Summer,1.5
Karnataka,Davangere,2013 - 2014,Ragi,Summer,1.96
Karnataka,Davangere,2014 - 2015,Ragi,Summer,1.78
Karnataka,Davangere,2015 - 2016,Ragi,Summer,1.61
Karnataka,Davangere,2016 - 2017,Ragi,Summer,2.05
Karnataka,Davangere,2017 - 2018,Ragi,Summer,1.58
Karnataka,Davangere,2018 - 2019,Ragi,Summer,1.79
Karnataka,Davangere,2019 - 2020,Ragi,Summer,1.78
Karnataka,Davangere,2020 - 2021,Ragi,Summer,1.86
Karnataka,Gadag,2019 - 2020,Ragi,Summer,2.0
Karnataka,Gulbarga,2020 - 2021,Ragi,Summer,1.87
Karnataka,Hassan,2010 - 2011,Ragi,Summer,1.96
Karnataka,Hassan,2011 - 2012,Ragi,Summer,1.92
Karnataka,Hassan,2012 - 2013,Ragi,Summer,1.5
Karnataka,Hassan,2013 - 2014,Ragi,Summer,1.96
Karnataka,Hassan,2014 - 2015,Ragi,Summer,1.78
Karnataka,Hassan,2015 - 2016,Ragi,Summer,1.7
Karnataka,Hassan,2016 - 2017,Ragi,Summer,1.81
Karnataka,Hassan,2017 - 2018,Ragi,Summer,1.74
Karnataka,Hassan,2018 - 2019,Ragi,Summer,1.8
Karnataka,Hassan,2019 - 2020,Ragi,Summer,1.78
Karnataka,Hassan,2020 - 2021,Ragi,Summer,1.86
Karnataka,Haveri,2016 - 2017,Ragi,Summer,2.0
Karnataka,Haveri,2018 - 2019,Ragi,Summer,2.0
Karnataka,Haveri,2019 - 2020,Ragi,Summer,1.76
Karnataka,Haveri,2020 - 2021,Ragi,Summer,1.86
Karnataka,Kolar,2010 - 2011,Ragi,Summer,1.96
Karnataka,Kolar,2011 - 2012,Ragi,Summer,1.92
Karnataka,Kolar,2012 - 2013,Ragi,Summer,1.5
