State,District,Year,Crop,Season,Yield
Karnataka,Chamarajanagar,2015 - 2016,Bajra,Kharif,1.27
Karnataka,Chamarajanagar,2016 - 2017,Bajra,Kharif,0.68
Karnataka,Chamarajanagar,2017 - 2018,Bajra,Kharif,1.75
Karnataka,Chamarajanagar,2018 - 2019,Bajra,Kharif,2.04
Karnataka,Chamarajanagar,2019 - 2020,Bajra,Kharif,2.31
Karnataka,Chamarajanagar,2020 - 2021,Bajra,Kharif,2.05
Karnataka,Chikballapur,2010 - 2011,Bajra,Kharif,0.91
Karnataka,Chikballapur,2011 - 2012,Bajra,Kharif,1.19
Karnataka,Chikballapur,2013 - 2014,Bajra,Kharif,1.0
Karnataka,Chikballapur,2015 - 2016,Bajra,Kharif,0.66
Karnataka,Chikballapur,2016 - 2017,Bajra,Kharif,1.05
Karnataka,Chikballapur,2017 - 2018,Bajra,Kharif,1.59
Karnataka,Chikballapur,2018 - 2019,Bajra,Kharif,0.91
Karnataka,Chikballapur,2019 - 2020,Bajra,Kharif,1.09
Karnataka,Chikballapur,2020 - 2021,Bajra,Kharif,1.44
Karnataka,Chikmagalur,2012 - 2013,Bajra,Kharif,1.0
Karnataka,Chikmagalur,2013 - 2014,Bajra,Kharif,1.0
Karnataka,Chikmagalur,2018 - 2019,Bajra,Kharif,0.91
Karnataka,Chikmagalur,2019 - 2020,Bajra,Kharif,1.09
Karnataka,Chikmagalur,2020 - 2021,Bajra,Kharif,1.45
Karnataka,Chitradurga,2010 - 2011,Bajra,Kharif,0.55
Karnataka,Chitradurga,2011 - 2012,Bajra,Kharif,0.56
Karnataka,Chitradurga,2012 - 2013,Bajra,Kharif,0.53
Karnataka,Chitradurga,2013 - 2014,Bajra,Kharif,0.54
Karnataka,Chitradurga,2014 - 2015,Bajra,Kharif,0.62
Karnataka,Chitradurga,2015 - 2016,Bajra,Kharif,0.65
Karnataka,Chitradurga,2016 - 2017,Bajra,Kharif,0.28
Karnataka,Chitradurga,2017 - 2018,Bajra,Kharif,1.04
Karnataka,Chitradurga,2018 - 2019,Bajra,Kharif,0.41
Karnataka,Chitradurga,2019 - 2020,Bajra,Kharif,0.62
Karnataka,Chitradurga,2020 - 2021,Bajra,Kharif,0.89
Karnataka,kannad,2018 - 2019,Bajra,Kharif,1.0
Karnataka,kannad,2019 - 2020,Bajra,Kharif,1.13
Karnataka,Davangere,2010 - 2011,Bajra,Kharif,1.5
Karnataka,Davangere,2011 - 2012,Bajra,Kharif,0.65
Karnataka,Davangere,2012 - 2013,Bajra,Kharif,0.73
Karnataka,Davangere,2013 - 2014,Bajra,Kharif,1.01
Karnataka,Davangere,2014 - 2015,Bajra,Kharif,0.99
Karnataka,Davangere,2015 - 2016,Bajra,Kharif,0.84
Karnataka,Davangere,2016 - 2017,Bajra,Kharif,0.66
Karnataka,Davangere,2017 - 2018,Bajra,Kharif,1.49
Karnataka,Davangere,2018 - 2019,Bajra,Kharif,0.59
Karnataka,Davangere,2019 - 2020,Bajra,Kharif,0.75
Karnataka,Davangere,2020 - 2021,Bajra,Kharif,1.1
Karnataka,Dharwad,2012 - 2013,Bajra,Kharif,1.07
Karnataka,Dharwad,2013 - 2014,Bajra,Kharif,1.13
Karnataka,Dharwad,2014 - 2015,Bajra,Kharif,1.0
Karnataka,Dharwad,2018 - 2019,Bajra,Kharif,0.89
Karnataka,Dharwad,2019 - 2020,Bajra,Kharif,1.1
Karnataka,Dharwad,2020 - 2021,Bajra,Kharif,1.44
Karnataka,Gadag,2010 - 2011,Bajra,Kharif,0.64
Karnataka,Gadag,2011 - 2012,Bajra,Kharif,0.57
Karnataka,Gadag,2012 - 2013,Bajra,Kharif,0.78
Karnataka,Gadag,2013 - 2014,Bajra,Kharif,0.78
Karnataka,Gadag,2014 - 2015,Bajra,Kharif,0.59
Karnataka,Gadag,2015 - 2016,Bajra,Kharif,0.38
Karnataka,Gadag,2016 - 2017,Bajra,Kharif,0.68
Karnataka,Gadag,2017 - 2018,Bajra,Kharif,1.33
Karnataka,Gadag,2018 - 2019,Bajra,Kharif,0.46
Karnataka,Gadag,2019 - 2020,Bajra,Kharif,0.66
Karnataka,Gadag,2020 - 2021,Bajra,Kharif,0.77
Karnataka,Gulbarga,2010 - 2011,Bajra,Kharif,0.73
Karnataka,Gulbarga,2011 - 2012,Bajra,Kharif,0.8
Karnataka,Gulbarga,2012 - 2013,Bajra,Kharif,1.09
Karnataka,Gulbarga,2013 - 2014,Bajra,Kharif,1.33
Karnataka,Gulbarga,2014 - 2015,Bajra,Kharif,1.16
Karnataka,Gulbarga,2015 - 2016,Bajra,Kharif,0.65
Karnataka,Gulbarga,2016 - 2017,Bajra,Kharif,1.46
Karnataka,Gulbarga,2017 - 2018,Bajra,Kharif,2.65
Karnataka,Gulbarga,2018 - 2019,Bajra,Kharif,1.76
Karnataka,Gulbarga,2019 - 2020,Bajra,Kharif,1.69
Karnataka,Gulbarga,2020 - 2021,Bajra,Kharif,1.43
Karnataka,Hassan,2012 - 2013,Bajra,Kharif,1.05
Karnataka,Hassan,2013 - 2014,Bajra,Kharif,1.19
Karnataka,Hassan,2018 - 2019,Bajra,Kharif,0.91
Karnataka,Hassan,2019 - 2020,Bajra,Kharif,1.08
Karnataka,Hassan,2020 - 2021,Bajra,Kharif,1.47
Karnataka,Haveri,2011 - 2012,Bajra,Kharif,0.86
Karnataka,Haveri,2012 - 2013,Bajra,Kharif,1.03
Karnataka,Haveri,2016 - 2017,Bajra,Kharif,1.0
Karnataka,Haveri,2018 - 2019,Bajra,Kharif,0.83
Karnataka,Haveri,2019 - 2020,Bajra,Kharif,1.1
Karnataka,Haveri,2020 - 2021,Bajra,Kharif,1.44
Karnataka,Kodagu,2019 - 2020,Bajra,Kharif,1.0
Karnataka,Kodagu,2020 - 2021,Bajra,Kharif,1.5
Karnataka,Kolar,2018 - 2019,Bajra,Kharif,0.91
Karnataka,Kolar,2019 - 2020,Bajra,Kharif,1.09
Karnataka,Kolar,2020 - 2021,Bajra,Kharif,1.44
Karnataka,Koppal,2010 - 2011,Bajra,Kharif,1.23
Karnataka,Koppal,2011 - 2012,Bajra,Kharif,1.15
Karnataka,Koppal,2012 - 2013,Bajra,Kharif,1.36
Karnataka,Koppal,2013 - 2014,Bajra,Kharif,1.67
Karnataka,Koppal,2014 - 2015,Bajra,Kharif,1.73
Karnataka,Koppal,2015 - 2016,Bajra,Kharif,0.71
Karnataka,Koppal,2016 - 2017,Bajra,Kharif,0.67
Karnataka,Koppal,2017 - 2018,Bajra,Kharif,1.82
Karnataka,Koppal,2018 - 2019,Bajra,Kharif,0.67
Karnataka,Koppal,2019 - 2020,Bajra,Kharif,0.85
Karnataka,Koppal,2020 - 2021,Bajra,Kharif,1.26
Karnataka,Mandya,2014 - 2015,Bajra,Kharif,1.06
Karnataka,Mandya,2018 - 2019,Bajra,Kharif,0.92
Karnataka,Mandya,2019 - 2020,Bajra,Kharif,1.1
Karnataka,Mandya,2020 - 2021,Bajra,Kharif,1.4
Karnataka,Mysore,2013 - 2014,Bajra,Kharif,1.25
Karnataka,Mysore,2018 - 2019,Bajra,Kharif,0.89
Karnataka,Mysore,2019 - 2020,Bajra,Kharif,1.07
Karnataka,Mysore,2020 - 2021,Bajra,Kharif,1.45
Karnataka,Raichur,2010 - 2011,Bajra,Kharif,0.89
Karnataka,Raichur,2011 - 2012,Bajra,Kharif,0.89
Karnataka,Raichur,2012 - 2013,Bajra,Kharif,0.98
Karnataka,Raichur,2013 - 2014,Bajra,Kharif,1.12
Karnataka,Raichur,2014 - 2015,Bajra,Kharif,0.73
Karnataka,Raichur,2015 - 2016,Bajra,Kharif,0.76
Karnataka,Raichur,2016 - 2017,Bajra,Kharif,1.44
Karnataka,Raichur,2017 - 2018,Bajra,Kharif,1.33
Karnataka,Raichur,2018 - 2019,Bajra,Kharif,0.92
Karnataka,Raichur,2019 - 2020,Bajra,Kharif,1.14
Karnataka,Raichur,2020 - 2021,Bajra,Kharif,1.6
Karnataka,Ramanagara,2012 - 2013,Bajra,Kharif,1.0
Karnataka,Ramanagara,2013 - 2014,Bajra,Kharif,1.18
Karnataka,Ramanagara,2014 - 2015,Bajra,Kharif,1.0
Karnataka,Ramanagara,2015 - 2016,Bajra,Kharif,0.67
Karnataka,Ramanagara,2016 - 2017,Bajra,Kharif,1.0
Karnataka,Ramanagara,2017 - 2018,Bajra,Kharif,1.5
Karnataka,Ramanagara,2018 - 2019,Bajra,Kharif,0.86
Karnataka,Ramanagara,2019 - 2020,Bajra,Kharif,1.0
Karnataka,Ramanagara,2020 - 2021,Bajra,Kharif,1.44
Karnataka,Shimoga,2013 - 2014,Bajra,Kharif,1.25
Karnataka,Shimoga,2014 - 2015,Bajra,Kharif,1.0
Karnataka,Shimoga,2017 - 2018,Bajra,Kharif,1.57
Karnataka,Shimoga,2018 - 2019,Bajra,Kharif,1.0
Karnataka,Shimoga,2019 - 2020,Bajra,Kharif,1.0
Karnataka,Shimoga,2020 - 2021,Bajra,Kharif,1.33
Karnataka,Tumkur,2010 - 2011,Bajra,Kharif,0.55
Karnataka,Tumkur,2011 - 2012,Bajra,Kharif,0.71
Karnataka,Tumkur,2012 - 2013,Bajra,Kharif,1.04
Karnataka,Tumkur,2013 - 2014,Bajra,Kharif,1.18
Karnataka,Tumkur,2014 - 2015,Bajra,Kharif,1.06
Karnataka,Tumkur,2015 - 2016,Bajra,Kharif,0.66
Karnataka,Tumkur,2016 - 2017,Bajra,Kharif,1.05
Karnataka,Tumkur,2017 - 2018,Bajra,Kharif,1.58
Karnataka,Tumkur,2018 - 2019,Bajra,Kharif,0.91
Karnataka,Tumkur,2019 - 2020,Bajra,Kharif,0.5
Karnataka,Tumkur,2020 - 2021,Bajra,Kharif,1.44
Karnataka,Udupi,2019 - 2020,Bajra,Kharif,1.0
Karnataka,Udupi,2020 - 2021,Bajra,Kharif,1.0
Karnataka,kannad,2018 - 2019,Bajra,Kharif,1.0
Karnataka,kannad,2019 - 2020,Bajra,Kharif,1.0
Karnataka,kannad,2020 - 2021,Bajra,Kharif,1.33
Karnataka,Yadgir,2010 - 2011,Bajra,Kharif,0.78
Karnataka,Yadgir,2011 - 2012,Bajra,Kharif,0.55
Karnataka,Yadgir,2012 - 2013,Bajra,Kharif,0.9
Karnataka,Yadgir,2013 - 2014,Bajra,Kharif,1.04
Karnataka,Yadgir,2014 - 2015,Bajra,Kharif,0.96
Karnataka,Yadgir,2015 - 2016,Bajra,Kharif,0.7
Karnataka,Yadgir,2016 - 2017,Bajra,Kharif,0.78
Karnataka,Yadgir,2017 - 2018,Bajra,Kharif,1.99
Karnataka,Yadgir,2018 - 2019,Bajra,Kharif,1.22
Karnataka,Yadgir,2019 - 2020,Bajra,Kharif,1.78
Karnataka,Yadgir,2020 - 2021,Bajra,Kharif,1.64
Karnataka,Bagalkot,2019 - 2020,Bajra,Summer,1.05
Karnataka,Bagalkot,2020 - 2021,Bajra,Summer,1.02
Karnataka,Belgaum,2015 - 2016,Bajra,Summer,1.11
Karnataka,Belgaum,2016 - 2017,Bajra,Summer,1.12
Karnataka,Belgaum,2019 - 2020,Bajra,Summer,1.1
Karnataka,Belgaum,2020 - 2021,Bajra,Summer,1.24
Karnataka,Bellary,2010 - 2011,Bajra,Summer,1.1
Karnataka,Bellary,2011 - 2012,Bajra,Summer,1.14
Karnataka,Bellary,2015 - 2016,Bajra,Summer,1.26
Karnataka,Bellary,2016 - 2017,Bajra,Summer,1.24
Karnataka,Bellary,2017 - 2018,Bajra,Summer,1.25
Karnataka,Bellary,2018 - 2019,Bajra,Summer,1.25
Karnataka,Bellary,2019 - 2020,Bajra,Summer,1.19
Karnataka,Bellary,2020 - 2021,Bajra,Summer,1.02
Karnataka,urban,2019 - 2020,Bajra,Summer,1.0
Karnataka,Bidar,2019 - 2020,Bajra,Summer,1.0
Karnataka,Bijapur,2019 - 2020,Bajra,Summer,1.04
Karnataka,Chamarajanagar,2019 - 2020,Bajra,Summer,1.0
Karnataka,Chamarajanagar,2020 - 2021,Bajra,Summer,1.0
Karnataka,Chikballapur,2019 - 2020,Bajra,Summer,1.0
Karnataka,Chikballapur,2020 - 2021,Bajra,Summer,1.0
Karnataka,Chikmagalur,2019 - 2020,Bajra,Summer,1.0
Karnataka,Chitradurga,2019 - 2020,Bajra,Summer,1.05
Karnataka,Davangere,2016 - 2017,Bajra,Summer,1.0
Karnataka,Davangere,2019 - 2020,Bajra,Summer,1.0
Karnataka,Davangere,2020 - 2021,Bajra,Summer,1.0
Karnataka,Dharwad,2018 - 2019,Bajra,Summer,1.09
Karnataka,Dharwad,2019 - 2020,Bajra,Summer,1.09
Karnataka,Gadag,2019 - 2020,Bajra,Summer,1.04
Karnataka,Gulbarga,2019 - 2020,Bajra,Summer,1.04
Karnataka,Gulbarga,2020 - 2021,Bajra,Summer,1.03
Karnataka,Hassan,2019 - 2020,Bajra,Summer,1.0
Karnataka,Haveri,2019 - 2020,Bajra,Summer,1.04
Karnataka,Haveri,2020 - 2021,Bajra,Summer,1.0
Karnataka,Kolar,2019 - 2020,Bajra,Summer,1.0
Karnataka,Koppal,2019 - 2020,Bajra,Summer,1.04
Karnataka,Koppal,2020 - 2021,Bajra,Summer,1.02
Karnataka,Mandya,2019 - 2020,Bajra,Summer,1.0
Karnataka,Mandya,2020 - 2021,Bajra,Summer,1.0
Karnataka,Mysore,2019 - 2020,Bajra,Summer,1.0
Karnataka,Raichur,2010 - 2011,Bajra,Summer,0.85
Karnataka,Raichur,2011 - 2012,Bajra,Summer,0.86
Karnataka,Raichur,2015 - 2016,Bajra,Summer,1.08
Karnataka,Raichur,2016 - 2017,Bajra,Summer,1.04
Karnataka,Raichur,2018 - 2019,Bajra,Summer,1.06
Karnataka,Raichur,2019 - 2020,Bajra,Summer,1.09
Karnataka,Raichur,2020 - 2021,Bajra,Summer,1.15
Karnataka,Ramanagara,2017 - 2018,Bajra,Summer,1.07
Karnataka,Ramanagara,2019 - 2020,Bajra,Summer,1.0
Karnataka,Ramanagara,2020 - 2021,Bajra,Summer,1.0
Karnataka,Shimoga,2019 - 2020,Bajra,Summer,1.0
Karnataka,Shimoga,2020 - 2021,Bajra,Summer,1.0
Karnataka,Tumkur,2015 - 2016,Bajra,Summer,1.0
Karnataka,Tumkur,2016 - 2017,Bajra,Summer,1.0
Karnataka,Tumkur,2018 - 2019,Bajra,Summer,1.14
Karnataka,Tumkur,2019 - 2020,Bajra,Summer,1.2
Karnataka,Udupi,2019 - 2020,Bajra,Summer,1.08
Karnataka,kannad,2019 - 2020,Bajra,Summer,1.0
Karnataka,Yadgir,2010 - 2011,Bajra,Summer,0.75
Karnataka,Yadgir,2011 - 2012,Bajra,Summer,1.04
Karnataka,Yadgir,2015 - 2016,Bajra,Summer,0.97
Karnataka,Yadgir,2016 - 2017,Bajra,Summer,1.06
Karnataka,Yadgir,2017 - 2018,Bajra,Summer,1.02
Karnataka,Yadgir,2018 - 2019,Bajra,Summer,1.02
Karnataka,Yadgir,2019 - 2020,Bajra,Summer,0.99
Karnataka,Yadgir,2020 - 2021,Bajra,Summer,1.02
Karnataka,Bagalkot,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Belgaum,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Bellary,2010 - 2011,Bajra,Rabi,1.02
Karnataka,Bellary,2011 - 2012,Bajra,Rabi,1.3
Karnataka,Bellary,2020 - 2021,Bajra,Rabi,1.35
Karnataka,Bidar,2020 - 2021,Bajra,Rabi,1.25
Karnataka,Bijapur,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Chamarajanagar,2020 - 2021,Bajra,Rabi,1.29
Karnataka,Chikballapur,2020 - 2021,Bajra,Rabi,1.33
Karnataka,Chikmagalur,2020 - 2021,Bajra,Rabi,1.5
Karnataka,Chitradurga,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Davangere,2020 - 2021,Bajra,Rabi,1.5
Karnataka,Dharwad,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Gadag,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Gulbarga,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Hassan,2020 - 2021,Bajra,Rabi,1.3
Karnataka,Haveri,2020 - 2021,Bajra,Rabi,1.33
Karnataka,Kolar,2020 - 2021,Bajra,Rabi,1.29
Karnataka,Koppal,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Mandya,2020 - 2021,Bajra,Rabi,1.0
Karnataka,Mysore,2020 - 2021,Bajra,Rabi,1.0
Karnataka,Raichur,2020 - 2021,Bajra,Rabi,1.31
Karnataka,Shimoga,2020 - 2021,Bajra,Rabi,1.25
Karnataka,Yadgir,2010 - 2011,Bajra,Rabi,0.66
Karnataka,Yadgir,2011 - 2012,Bajra,Rabi,0.66
Karnataka,Yadgir,2020 - 2021,Bajra,Rabi,1.3
Karnataka,Bagalkot,2010 - 2011,Banana,Whole Year,11.17
Karnataka,Bagalkot,2011 - 2012,Banana,Whole Year,13.01
Karnataka,rural,2010 - 2011,Banana,Whole Year,35.84
Karnataka,rural,2011 - 2012,Banana,Whole Year,36.47
Karnataka,Belgaum,2010 - 2011,Banana,Whole Year,43.85
Karnataka,Belgaum,2011 - 2012,Banana,Whole Year,47.79
Karnataka,Bellary,2010 - 2011,Banana,Whole Year,38.57
Karnataka,Bellary,2011 - 2012,Banana,Whole Year,40.75
Karnataka,urban,2010 - 2011,Banana,Whole Year,33.52
Karnataka,urban,2011 - 2012,Banana,Whole Year,24.99
Karnataka,Bidar,2010 - 2011,Banana,Whole Year,23.49
Karnataka,Bidar,2011 - 2012,Banana,Whole Year,24.99
Karnataka,Bijapur,2010 - 2011,Banana,Whole Year,33.58
Karnataka,Bijapur,2011 - 2012,Banana,Whole Year,34.8
Karnataka,Chamarajanagar,2010 - 2011,Banana,Whole Year,35.98
Karnataka,Chamarajanagar,2011 - 2012,Banana,Whole Year,36.36
Karnataka,Chikballapur,2010 - 2011,Banana,Whole Year,20.96
Karnataka,Chikballapur,2011 - 2012,Banana,Whole Year,23.27
Karnataka,Chikmagalur,2010 - 2011,Banana,Whole Year,8.1
Karnataka,Chikmagalur,2011 - 2012,Banana,Whole Year,8.15
Karnataka,Chitradurga,2010 - 2011,Banana,Whole Year,12.06
Karnataka,Chitradurga,2011 - 2012,Banana,Whole Year,13.17
Karnataka,kannad,2010 - 2011,Banana,Whole Year,2.6
Karnataka,kannad,2011 - 2012,Banana,Whole Year,2.92
Karnataka,Davangere,2010 - 2011,Banana,Whole Year,17.79
Karnataka,Davangere,2011 - 2012,Banana,Whole Year,19.66
Karnataka,Dharwad,2010 - 2011,Banana,Whole Year,23.49
Karnataka,Dharwad,2011 - 2012,Banana,Whole Year,24.99
Karnataka,Gadag,2010 - 2011,Banana,Whole Year,23.49
Karnataka,Gadag,2011 - 2012,Banana,Whole Year,24.99
Karnataka,Gulbarga,2010 - 2011,Banana,Whole Year,25.85
Karnataka,Gulbarga,2011 - 2012,Banana,Whole Year,27.13
Karnataka,Hassan,2010 - 2011,Banana,Whole Year,15.58
Karnataka,Hassan,2011 - 2012,Banana,Whole Year,17.32
Karnataka,Haveri,2010 - 2011,Banana,Whole Year,27.81
Karnataka,Haveri,2011 - 2012,Banana,Whole Year,28.89
Karnataka,Kodagu,2010 - 2011,Banana,Whole Year,5.13
Karnataka,Kodagu,2011 - 2012,Banana,Whole Year,7.09
Karnataka,Kolar,2010 - 2011,Banana,Whole Year,12.79
Karnataka,Kolar,2011 - 2012,Banana,Whole Year,13.65
Karnataka,Koppal,2010 - 2011,Banana,Whole Year,58.77
Karnataka,Koppal,2011 - 2012,Banana,Whole Year,68.42
Karnataka,Mandya,2010 - 2011,Banana,Whole Year,28.86
Karnataka,Mandya,2011 - 2012,Banana,Whole Year,29.43
Karnataka,Mysore,2010 - 2011,Banana,Whole Year,26.06
Karnataka,Mysore,2011 - 2012,Banana,Whole Year,27.57
Karnataka,Raichur,2010 - 2011,Banana,Whole Year,23.48
Karnataka,Raichur,2011 - 2012,Banana,Whole Year,24.99
Karnataka,Ramanagara,2010 - 2011,Banana,Whole Year,30.11
Karnataka,Ramanagara,2011 - 2012,Banana,Whole Year,32.86
Karnataka,Shimoga,2010 - 2011,Banana,Whole Year,18.12
Karnataka,Shimoga,2011 - 2012,Banana,Whole Year,19.43
Karnataka,Tumkur,2010 - 2011,Banana,Whole Year,19.88
Karnataka,Tumkur,2011 - 2012,Banana,Whole Year,20.48
Karnataka,Udupi,2010 - 2011,Banana,Whole Year,19.46
Karnataka,Udupi,2011 - 2012,Banana,Whole Year,21.02
Karnataka,kannad,2010 - 2011,Banana,Whole Year,11.25
Karnataka,kannad,2011 - 2012,Banana,Whole Year,12.2
Karnataka,Bagalkot,2010 - 2011,Cashewnut,Whole Year,1.0
Karnataka,Bagalkot,2011 - 2012,Cashewnut,Whole Year,1.0
Karnataka,Bagalkot,2012 - 2013,Cashewnut,Whole Year,1.0
Karnataka,Bagalkot,2013 - 2014,Cashewnut,Whole Year,1.0
Karnataka,Bagalkot,2018 - 2019,Cashewnut,Whole Year,1.19
Karnataka,Bagalkot,2019 - 2020,Cashewnut,Whole Year,1.4
Karnataka,Bagalkot,2020 - 2021,Cashewnut,Whole Year,1.26
Karnataka,rural,2010 - 2011,Cashewnut,Whole Year,0.74
Karnataka,rural,2011 - 2012,Cashewnut,Whole Year,0.81
Karnataka,rural,2012 - 2013,Cashewnut,Whole Year,0.81
Karnataka,rural,2013 - 2014,Cashewnut,Whole Year,0.91
Karnataka,rural,2014 - 2015,Cashewnut,Whole Year,0.75
Karnataka,rural,2015 - 2016,Cashewnut,Whole Year,0.63
Karnataka,rural,2016 - 2017,Cashewnut,Whole Year,0.53
Karnataka,rural,2017 - 2018,Cashewnut,Whole Year,0.75
Karnataka,rural,2018 - 2019,Cashewnut,Whole Year,1.2
Karnataka,rural,2019 - 2020,Cashewnut,Whole Year,1.41
Karnataka,rural,2020 - 2021,Cashewnut,Whole Year,1.27
Karnataka,Belgaum,2010 - 2011,Cashewnut,Whole Year,0.73
Karnataka,Belgaum,2011 - 2012,Cashewnut,Whole Year,0.8
Karnataka,Belgaum,2012 - 2013,Cashewnut,Whole Year,0.8
Karnataka,Belgaum,2013 - 2014,Cashewnut,Whole Year,0.89
Karnataka,Belgaum,2014 - 2015,Cashewnut,Whole Year,1.84
Karnataka,Belgaum,2015 - 2016,Cashewnut,Whole Year,2.03
Karnataka,Belgaum,2016 - 2017,Cashewnut,Whole Year,3.02
Karnataka,Belgaum,2017 - 2018,Cashewnut,Whole Year,2.96
Karnataka,Belgaum,2018 - 2019,Cashewnut,Whole Year,1.46
Karnataka,Belgaum,2019 - 2020,Cashewnut,Whole Year,1.24
Karnataka,Belgaum,2020 - 2021,Cashewnut,Whole Year,1.91
Karnataka,Bellary,2014 - 2015,Cashewnut,Whole Year,0.74
Karnataka,Bellary,2015 - 2016,Cashewnut,Whole Year,0.64
Karnataka,Bellary,2017 - 2018,Cashewnut,Whole Year,0.75
Karnataka,Bellary,2018 - 2019,Cashewnut,Whole Year,1.14
Karnataka,Bellary,2019 - 2020,Cashewnut,Whole Year,1.41
Karnataka,Bellary,2020 - 2021,Cashewnut,Whole Year,1.27
Karnataka,urban,2012 - 2013,Cashewnut,Whole Year,0.67
Karnataka,urban,2013 - 2014,Cashewnut,Whole Year,1.0
Karnataka,urban,2018 - 2019,Cashewnut,Whole Year,1.25
Karnataka,urban,2019 - 2020,Cashewnut,Whole Year,1.5
Karnataka,urban,2020 - 2021,Cashewnut,Whole Year,1.29
Karnataka,Bidar,2010 - 2011,Cashewnut,Whole Year,0.73
Karnataka,Bidar,2011 - 2012,Cashewnut,Whole Year,0.8
Karnataka,Bidar,2012 - 2013,Cashewnut,Whole Year,0.8
Karnataka,Bidar,2013 - 2014,Cashewnut,Whole Year,0.89
Karnataka,Bidar,2014 - 2015,Cashewnut,Whole Year,0.74
Karnataka,Bidar,2015 - 2016,Cashewnut,Whole Year,0.67
Karnataka,Bidar,2016 - 2017,Cashewnut,Whole Year,0.56
Karnataka,Bidar,2018 - 2019,Cashewnut,Whole Year,1.2
Karnataka,Bidar,2019 - 2020,Cashewnut,Whole Year,1.42
Karnataka,Bidar,2020 - 2021,Cashewnut,Whole Year,1.28
Karnataka,Bijapur,2020 - 2021,Cashewnut,Whole Year,1.0
Karnataka,Chamarajanagar,2010 - 2011,Cashewnut,Whole Year,0.73
Karnataka,Chamarajanagar,2011 - 2012,Cashewnut,Whole Year,0.8
Karnataka,Chamarajanagar,2012 - 2013,Cashewnut,Whole Year,0.8
Karnataka,Chamarajanagar,2013 - 2014,Cashewnut,Whole Year,0.89
Karnataka,Chamarajanagar,2014 - 2015,Cashewnut,Whole Year,0.74
Karnataka,Chamarajanagar,2015 - 2016,Cashewnut,Whole Year,0.66
Karnataka,Chamarajanagar,2016 - 2017,Cashewnut,Whole Year,0.57
Karnataka,Chamarajanagar,2017 - 2018,Cashewnut,Whole Year,0.75
Karnataka,Chamarajanagar,2018 - 2019,Cashewnut,Whole Year,1.0
Karnataka,Chamarajanagar,2019 - 2020,Cashewnut,Whole Year,1.5
Karnataka,Chamarajanagar,2020 - 2021,Cashewnut,Whole Year,1.25
Karnataka,Chikballapur,2010 - 2011,Cashewnut,Whole Year,0.54
Karnataka,Chikballapur,2011 - 2012,Cashewnut,Whole Year,1.19
Karnataka,Chikballapur,2012 - 2013,Cashewnut,Whole Year,1.19
Karnataka,Chikballapur,2013 - 2014,Cashewnut,Whole Year,0.89
Karnataka,Chikballapur,2014 - 2015,Cashewnut,Whole Year,1.25
Karnataka,Chikballapur,2015 - 2016,Cashewnut,Whole Year,1.29
Karnataka,Chikballapur,2016 - 2017,Cashewnut,Whole Year,1.16
Karnataka,Chikballapur,2017 - 2018,Cashewnut,Whole Year,1.34
Karnataka,Chikballapur,2018 - 2019,Cashewnut,Whole Year,1.04
Karnataka,Chikballapur,2019 - 2020,Cashewnut,Whole Year,1.19
Karnataka,Chikballapur,2020 - 2021,Cashewnut,Whole Year,1.51
Karnataka,Chikmagalur,2010 - 2011,Cashewnut,Whole Year,0.73
Karnataka,Chikmagalur,2011 - 2012,Cashewnut,Whole Year,0.8
Karnataka,Chikmagalur,2012 - 2013,Cashewnut,Whole Year,0.8
Karnataka,Chikmagalur,2013 - 2014,Cashewnut,Whole Year,0.89
Karnataka,Chikmagalur,2014 - 2015,Cashewnut,Whole Year,1.22
Karnataka,Chikmagalur,2015 - 2016,Cashewnut,Whole Year,1.14
Karnataka,Chikmagalur,2016 - 2017,Cashewnut,Whole Year,1.06
Karnataka,Chikmagalur,2017 - 2018,Cashewnut,Whole Year,0.73
Karnataka,Chikmagalur,2018 - 2019,Cashewnut,Whole Year,1.21
Karnataka,Chikmagalur,2019 - 2020,Cashewnut,Whole Year,1.41
Karnataka,Chikmagalur,2020 - 2021,Cashewnut,Whole Year,1.27
Karnataka,Chitradurga,2010 - 2011,Cashewnut,Whole Year,0.75
Karnataka,Chitradurga,2011 - 2012,Cashewnut,Whole Year,0.75
Karnataka,Chitradurga,2012 - 2013,Cashewnut,Whole Year,0.75
Karnataka,Chitradurga,2013 - 2014,Cashewnut,Whole Year,1.0
Karnataka,Chitradurga,2014 - 2015,Cashewnut,Whole Year,0.75
Karnataka,Chitradurga,2017 - 2018,Cashewnut,Whole Year,1.0
Karnataka,Chitradurga,2018 - 2019,Cashewnut,Whole Year,1.2
Karnataka,Chitradurga,2019 - 2020,Cashewnut,Whole Year,1.41
Karnataka,Chitradurga,2020 - 2021,Cashewnut,Whole Year,1.27
Karnataka,kannad,2010 - 2011,Cashewnut,Whole Year,0.92
Karnataka,kannad,2011 - 2012,Cashewnut,Whole Year,1.02
